PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue
3177,4,Complete,251,1516,1,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,454.86,36.3888,11.3715,502.6203
3178,4,Complete,253,1506,5,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
3179,4,Complete,255,1626,2,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,7132.125,570.57,178.3031,7880.9981
3180,4,Complete,256,1542,2,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,28343.7,2267.496,708.5925,31319.7885
3181,4,Complete,259,1610,4,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,22516.725,1801.338,562.9181,24880.9811
3182,4,Complete,260,1638,5,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,34644.225,2771.538,866.1056,38281.8686
3183,4,Complete,258,1582,5,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,415.3275,33.2262,10.3832,458.9369
3184,4,Complete,254,1510,5,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,143.0415,11.4433,3.576,158.0608
3185,4,Complete,257,1526,2,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,28199.325,2255.946,704.9831,31160.2541
3186,5,Complete,261,1644,1,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,3713.325,297.066,92.8331,4103.2241
3187,4,Complete,251,1680,5,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,63831.075,5106.486,1595.7769,70533.3379
3188,4,Complete,253,1584,5,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,16340.31,1307.2248,408.5078,18056.0426
3189,4,Complete,252,1620,5,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,5711.475,456.918,142.7869,6311.1799
3190,4,Complete,256,1666,4,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,360.045,28.8036,9.0011,397.8497
3191,4,Complete,259,1592,2,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,97.965,7.8372,2.4491,108.2513
3192,4,Complete,260,1618,4,2014-06-04 00:00:00.000,2014-06-13 00:00:00.000,114.471,9.1577,2.8618,126.4905
3193,4,Complete,258,1612,4,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,132.6465,10.6117,3.3162,146.5744
3194,4,Complete,254,1586,5,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
3195,4,Complete,257,1500,1,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,418.95,33.516,10.4738,462.9398
3196,4,Complete,261,1656,4,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,525.7665,42.0613,13.1442,580.972
3197,4,Complete,251,1572,1,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,461.79,36.9432,11.5448,510.278
3198,4,Complete,253,1562,4,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,481.887,38.551,12.0472,532.4852
3199,4,Complete,255,1662,2,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,37.0755,2.966,0.9269,40.9684
3200,4,Complete,252,1682,4,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,21558.075,1724.646,538.9519,23821.6729
3201,4,Complete,259,1686,4,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,475.6815,38.0545,11.892,525.628
3202,4,Complete,260,1684,5,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,41048.7,3283.896,1026.2175,45358.8135
3203,4,Complete,258,1534,5,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,416.745,33.3396,10.4186,460.5032
3204,4,Rejected,250,1614,5,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,279.153,22.3322,6.9788,308.464
3205,4,Complete,257,1588,5,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,40471.2,3237.696,1011.78,44720.676
3206,4,Complete,261,1622,4,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,389.655,31.1724,9.7414,430.5688
3207,4,Complete,251,1632,5,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,62092.8,4967.424,1552.32,68612.544
3208,4,Complete,253,1608,5,2014-06-05 00:00:00.000,2014-06-14 00:00:00.000,5948.25,475.86,148.7063,6572.8163
3209,4,Complete,255,1576,5,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,91117.95,7289.436,2277.9488,100685.3348
3210,4,Complete,256,1590,1,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,525,42,13.125,580.125
3211,4,Complete,259,1514,3,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,1721.79,137.7432,43.0448,1902.578
3212,4,Complete,260,1498,4,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,26455.275,2116.422,661.3819,29233.0789
3213,4,Complete,258,1674,2,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,944.37,75.5496,23.6093,1043.5289
3214,4,Complete,254,1652,4,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,44594.55,3567.564,1114.8638,49276.9778
3215,4,Complete,257,1578,3,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,62843.55,5027.484,1571.0888,69442.1228
3216,4,Complete,261,1538,5,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,37843.575,3027.486,946.0894,41817.1504
3217,5,Complete,251,1556,4,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,25531.275,2042.502,638.2819,28212.0589
3218,4,Complete,253,1554,5,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,694.1655,55.5332,17.3541,767.0528
3219,4,Complete,255,1688,4,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,125.748,10.0598,3.1437,138.9515
3220,7,Complete,256,1580,5,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,150.7905,12.0632,3.7698,166.6235
3221,4,Complete,259,1496,4,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,503.0865,40.2469,12.5772,555.9106
3222,4,Complete,250,1494,2,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,8847.3,707.784,221.1825,9776.2665
3223,4,Complete,258,1650,5,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,171.0765,13.6861,4.2769,189.0395
3224,4,Complete,254,1654,4,2014-06-06 00:00:00.000,2014-06-15 00:00:00.000,20397.3,1631.784,509.9325,22539.0165
3225,4,Complete,257,1664,3,2014-06-07 00:00:00.000,2014-06-16 00:00:00.000,14628.075,1170.246,365.7019,16164.0229
3226,4,Complete,261,1678,3,2014-06-07 00:00:00.000,2014-06-16 00:00:00.000,58685.55,4694.844,1467.1388,64847.5328
3227,4,Complete,251,1616,5,2014-06-07 00:00:00.000,2014-06-16 00:00:00.000,773.01,61.8408,19.3253,854.1761
3228,4,Complete,253,1492,5,2014-06-07 00:00:00.000,2014-06-16 00:00:00.000,694.1655,55.5332,17.3541,767.0528
3229,4,Complete,255,1602,5,2014-06-07 00:00:00.000,2014-06-16 00:00:00.000,1796.0355,143.6828,44.9009,1984.6192
3230,4,Complete,256,1540,5,2014-06-07 00:00:00.000,2014-06-16 00:00:00.000,416.745,33.3396,10.4186,460.5032
3231,6,Complete,259,1628,5,2014-06-07 00:00:00.000,2014-06-16 00:00:00.000,34644.225,2771.538,866.1056,38281.8686
3232,4,Complete,260,1604,4,2014-06-07 00:00:00.000,2014-06-16 00:00:00.000,257.5755,20.606,6.4394,284.6209
3233,4,Complete,250,1690,5,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,146.286,11.7029,3.6572,161.6461
3234,4,Complete,254,1566,5,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,102.564,8.2051,2.5641,113.3332
3235,4,Complete,257,1698,5,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,150.7905,12.0632,3.7698,166.6235
3236,4,Complete,261,1560,5,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,13669.425,1093.554,341.7356,15104.7146
3237,4,Complete,251,1692,5,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,16393.23,1311.4584,409.8308,18114.5192
3238,4,Complete,253,1696,4,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,22516.725,1801.338,562.9181,24880.9811
3239,4,Complete,255,1504,1,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,551.88,44.1504,13.797,609.8274
3240,4,Complete,256,1544,1,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,6987.75,559.02,174.6938,7721.4638
3241,4,Complete,259,1530,2,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,28072.275,2245.782,701.8069,31019.8639
3242,6,Complete,260,1508,1,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,35394.975,2831.598,884.8744,39111.4474
3243,4,Complete,258,1694,1,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,3407.25,272.58,85.1813,3765.0113
3244,5,Complete,254,1624,2,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,28297.5,2263.8,707.4375,31268.7375
3245,4,Complete,257,1548,2,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,59.9445,4.7956,1.4986,66.2387
3246,4,Complete,261,1598,4,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,332.955,26.6364,8.3239,367.9153
3247,4,Complete,251,1658,5,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
3248,4,Complete,253,1536,4,2014-06-09 00:00:00.000,2014-06-18 00:00:00.000,544.572,43.5658,13.6143,601.7521
3249,4,Complete,255,1568,2,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,36405.6,2912.448,910.14,40228.188
3250,4,Complete,256,1648,5,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,142.4115,11.3929,3.5603,157.3647
3251,4,Complete,252,1646,5,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,19236.525,1538.922,480.9131,21256.3601
3252,4,Complete,260,1672,4,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,253.323,20.2658,6.3331,279.9219
3253,4,Complete,258,1600,1,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,1276.275,102.102,31.9069,1410.2839
3254,4,Complete,254,1522,1,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,2003.925,160.314,50.0981,2214.3371
3255,4,Complete,257,1570,2,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,50860.425,4068.834,1271.5106,56200.7696
3256,4,Complete,261,1516,1,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,454.86,36.3888,11.3715,502.6203
3257,4,Complete,250,1506,5,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
3258,4,Complete,253,1626,2,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,7132.125,570.57,178.3031,7880.9981
3259,4,Complete,255,1542,2,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,28343.7,2267.496,708.5925,31319.7885
3260,4,Complete,256,1610,4,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,22516.725,1801.338,562.9181,24880.9811
3261,4,Complete,259,1638,5,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,34644.225,2771.538,866.1056,38281.8686
3262,4,Complete,260,1582,5,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,272.7585,21.8207,6.819,301.3982
3263,4,Complete,258,1510,5,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,143.0415,11.4433,3.576,158.0608
3264,4,Complete,254,1526,2,2014-06-10 00:00:00.000,2014-06-19 00:00:00.000,28199.325,2255.946,704.9831,31160.2541
3265,4,Complete,252,1644,1,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,3713.325,297.066,92.8331,4103.2241
3266,4,Complete,261,1680,5,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,63831.075,5106.486,1595.7769,70533.3379
3267,4,Complete,251,1584,5,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,16340.31,1307.2248,408.5078,18056.0426
3268,4,Complete,253,1620,5,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,5711.475,456.918,142.7869,6311.1799
3269,4,Complete,255,1666,4,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,235.9035,18.8723,5.8976,260.6734
3270,4,Complete,256,1592,2,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,97.965,7.8372,2.4491,108.2513
3271,4,Complete,259,1618,4,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,114.471,9.1577,2.8618,126.4905
3272,4,Complete,260,1612,4,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,132.6465,10.6117,3.3162,146.5744
3273,4,Complete,258,1586,5,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
3274,4,Complete,254,1500,1,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,418.95,33.516,10.4738,462.9398
3275,4,Complete,257,1656,4,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,3413.2455,273.0596,85.3311,3771.6362
3276,4,Complete,261,1572,1,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,461.79,36.9432,11.5448,510.278
3277,4,Complete,251,1562,4,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,760.41,60.8328,19.0103,840.2531
3278,4,Complete,253,1662,2,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,37.0755,2.966,0.9269,40.9684
3279,6,Complete,255,1682,4,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,21558.075,1724.646,538.9519,23821.6729
3280,4,Complete,256,1686,4,2014-06-11 00:00:00.000,2014-06-20 00:00:00.000,422.1,33.768,10.5525,466.4205
3281,4,Complete,259,1684,4,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,45172.05,3613.764,1129.3013,49915.1153
3282,4,Complete,260,1534,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,273.7035,21.8963,6.8426,302.4424
3283,4,Complete,258,1614,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,415.8,33.264,10.395,459.459
3284,4,Complete,254,1588,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,40471.2,3237.696,1011.78,44720.676
3285,4,Complete,257,1622,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,1225.665,98.0532,30.6416,1354.3598
3286,4,Complete,261,1632,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,62092.8,4967.424,1552.32,68612.544
3287,4,Complete,251,1608,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,5948.25,475.86,148.7063,6572.8163
3288,4,Complete,253,1576,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,91117.95,7289.436,2277.9488,100685.3348
3289,4,Complete,252,1590,1,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,525,42,13.125,580.125
3290,4,Complete,256,1514,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,2003.6835,160.2947,50.0921,2214.0703
3291,4,Complete,259,1498,4,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,26455.275,2116.422,661.3819,29233.0789
3292,4,Complete,260,1674,2,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,944.37,75.5496,23.6093,1043.5289
3293,4,Complete,258,1652,1,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,6993.525,559.482,174.8381,7727.8451
3294,4,Complete,254,1578,3,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,36122.625,2889.81,903.0656,39915.5006
3295,4,Complete,257,1538,5,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,37843.575,3027.486,946.0894,41817.1504
3296,4,Complete,261,1556,4,2014-06-12 00:00:00.000,2014-06-21 00:00:00.000,25531.275,2042.502,638.2819,28212.0589
3297,4,Complete,251,1554,5,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,773.955,61.9164,19.3489,855.2203
3298,4,Complete,253,1688,4,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,125.748,10.0598,3.1437,138.9515
3299,4,Complete,255,1580,5,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,150.7905,12.0632,3.7698,166.6235
3300,4,Complete,252,1496,4,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,360.045,28.8036,9.0011,397.8497
3301,4,Complete,259,1494,2,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,8847.3,707.784,221.1825,9776.2665
3302,4,Complete,260,1650,5,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,171.0765,13.6861,4.2769,189.0395
3303,4,Complete,258,1654,4,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,20397.3,1631.784,509.9325,22539.0165
3304,4,Rejected,250,1664,3,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,14628.075,1170.246,365.7019,16164.0229
3305,4,Complete,257,1678,3,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,58685.55,4694.844,1467.1388,64847.5328
3306,4,Complete,261,1616,4,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,481.887,38.551,12.0472,532.4852
3307,4,Complete,251,1492,5,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,773.955,61.9164,19.3489,855.2203
3308,4,Complete,253,1602,5,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,1796.0355,143.6828,44.9009,1984.6192
3309,5,Complete,255,1540,5,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,658.9485,52.7159,16.4737,728.1381
3310,4,Complete,256,1628,5,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,34644.225,2771.538,866.1056,38281.8686
3311,4,Complete,259,1604,3,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,1581.93,126.5544,39.5483,1748.0327
3312,4,Complete,260,1690,5,2014-06-13 00:00:00.000,2014-06-22 00:00:00.000,146.286,11.7029,3.6572,161.6461
3313,4,Complete,258,1566,5,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,102.564,8.2051,2.5641,113.3332
3314,4,Complete,254,1698,5,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,150.7905,12.0632,3.7698,166.6235
3315,4,Complete,257,1560,5,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,13669.425,1093.554,341.7356,15104.7146
3316,4,Complete,261,1692,5,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,13458.69,1076.6952,336.4673,14871.8525
3317,4,Complete,251,1696,2,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,101720.85,8137.668,2543.0213,112401.5393
3318,4,Complete,253,1504,1,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,551.88,44.1504,13.797,609.8274
3319,4,Complete,255,1544,1,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,6987.75,559.02,174.6938,7721.4638
3320,5,Complete,256,1530,2,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,28072.275,2245.782,701.8069,31019.8639
3321,4,Complete,259,1508,1,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,1917.3,153.384,47.9325,2118.6165
3322,4,Complete,250,1694,1,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,4215.75,337.26,105.3938,4658.4038
3323,4,Complete,258,1624,2,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,28297.5,2263.8,707.4375,31268.7375
3324,4,Complete,254,1548,2,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,59.9445,4.7956,1.4986,66.2387
3325,4,Complete,257,1598,4,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,1055.565,84.4452,26.3891,1166.3993
3326,4,Complete,261,1658,5,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
3327,4,Complete,251,1536,4,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,722.4525,57.7962,18.0613,798.31
3328,4,Complete,253,1568,2,2014-06-16 00:00:00.000,2014-06-25 00:00:00.000,24318.525,1945.482,607.9631,26871.9701
3329,4,Complete,255,1648,5,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,142.4115,11.3929,3.5603,157.3647
3330,4,Complete,256,1646,2,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,48030.675,3842.454,1200.7669,53073.8959
3331,5,Complete,259,1672,2,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,50860.425,4068.834,1271.5106,56200.7696
3332,4,Complete,260,1600,1,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,1276.275,102.102,31.9069,1410.2839
3333,4,Complete,250,1522,1,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,2003.925,160.314,50.0981,2214.3371
3334,4,Complete,254,1570,2,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,28343.7,2267.496,708.5925,31319.7885
3335,4,Complete,257,1516,1,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,454.86,36.3888,11.3715,502.6203
3336,4,Complete,261,1506,5,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
3337,4,Complete,251,1626,2,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,7132.125,570.57,178.3031,7880.9981
3338,4,Complete,253,1542,2,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,28343.7,2267.496,708.5925,31319.7885
3339,4,Complete,255,1610,4,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,22516.725,1801.338,562.9181,24880.9811
3340,4,Complete,256,1638,5,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,34644.225,2771.538,866.1056,38281.8686
3341,4,Complete,259,1582,4,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,501.1965,40.0957,12.5299,553.8221
3342,4,Complete,260,1510,5,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,143.0415,11.4433,3.576,158.0608
3343,4,Complete,258,1526,2,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,28199.325,2255.946,704.9831,31160.2541
3344,4,Complete,254,1644,1,2014-06-17 00:00:00.000,2014-06-26 00:00:00.000,3713.325,297.066,92.8331,4103.2241
3345,4,Complete,257,1680,5,2014-06-18 00:00:00.000,2014-06-27 00:00:00.000,63831.075,5106.486,1595.7769,70533.3379
3346,4,Complete,261,1584,5,2014-06-18 00:00:00.000,2014-06-27 00:00:00.000,13361.04,1068.8832,334.026,14763.9492
3347,4,Complete,251,1620,5,2014-06-18 00:00:00.000,2014-06-27 00:00:00.000,5711.475,456.918,142.7869,6311.1799
3348,4,Complete,253,1666,5,2014-06-18 00:00:00.000,2014-06-27 00:00:00.000,696.528,55.7222,17.4132,769.6634
3349,4,Complete,255,1592,2,2014-06-18 00:00:00.000,2014-06-27 00:00:00.000,97.965,7.8372,2.4491,108.2513
3350,4,Complete,256,1618,4,2014-06-18 00:00:00.000,2014-06-27 00:00:00.000,114.471,9.1577,2.8618,126.4905
3351,4,Complete,252,1612,4,2014-06-18 00:00:00.000,2014-06-27 00:00:00.000,132.6465,10.6117,3.3162,146.5744
3352,4,Complete,260,1586,5,2014-06-18 00:00:00.000,2014-06-27 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
3353,4,Complete,258,1500,1,2014-06-18 00:00:00.000,2014-06-27 00:00:00.000,418.95,33.516,10.4738,462.9398
3354,4,Complete,254,1656,4,2014-06-18 00:00:00.000,2014-06-27 00:00:00.000,272.4435,21.7955,6.8111,301.0501
3355,6,Complete,257,1572,1,2014-06-18 00:00:00.000,2014-06-27 00:00:00.000,461.79,36.9432,11.5448,510.278
3356,4,Complete,261,1562,4,2014-06-18 00:00:00.000,2014-06-27 00:00:00.000,462.7665,37.0213,11.5692,511.357
3357,4,Complete,250,1662,2,2014-06-18 00:00:00.000,2014-06-27 00:00:00.000,37.0755,2.966,0.9269,40.9684
3358,4,Complete,253,1682,4,2014-06-18 00:00:00.000,2014-06-27 00:00:00.000,21558.075,1724.646,538.9519,23821.6729
3359,4,Complete,255,1686,4,2014-06-18 00:00:00.000,2014-06-27 00:00:00.000,663.6735,53.0939,16.5918,733.3592
3360,5,Complete,256,1684,5,2014-06-18 00:00:00.000,2014-06-27 00:00:00.000,65240.175,5219.214,1631.0044,72090.3934
3361,4,Complete,259,1534,4,2014-06-19 00:00:00.000,2014-06-28 00:00:00.000,503.0865,40.2469,12.5772,555.9106
3362,4,Complete,260,1614,5,2014-06-19 00:00:00.000,2014-06-28 00:00:00.000,273.0735,21.8459,6.8268,301.7462
3363,4,Complete,258,1588,5,2014-06-19 00:00:00.000,2014-06-28 00:00:00.000,40471.2,3237.696,1011.78,44720.676
3364,4,Complete,254,1622,5,2014-06-19 00:00:00.000,2014-06-28 00:00:00.000,278.523,22.2818,6.9631,307.7679
3365,4,Complete,252,1632,5,2014-06-19 00:00:00.000,2014-06-28 00:00:00.000,62092.8,4967.424,1552.32,68612.544
3366,4,Complete,261,1608,5,2014-06-19 00:00:00.000,2014-06-28 00:00:00.000,5948.25,475.86,148.7063,6572.8163
3367,4,Complete,251,1576,5,2014-06-19 00:00:00.000,2014-06-28 00:00:00.000,91117.95,7289.436,2277.9488,100685.3348
3368,4,Complete,253,1590,1,2014-06-19 00:00:00.000,2014-06-28 00:00:00.000,525,42,13.125,580.125
3369,4,Complete,255,1514,5,2014-06-19 00:00:00.000,2014-06-28 00:00:00.000,2003.6835,160.2947,50.0921,2214.0703
3370,4,Complete,256,1498,4,2014-06-19 00:00:00.000,2014-06-28 00:00:00.000,26455.275,2116.422,661.3819,29233.0789
3371,4,Complete,259,1674,2,2014-06-19 00:00:00.000,2014-06-28 00:00:00.000,944.37,75.5496,23.6093,1043.5289
3372,4,Complete,260,1652,4,2014-06-19 00:00:00.000,2014-06-28 00:00:00.000,44594.55,3567.564,1114.8638,49276.9778
3373,4,Complete,258,1578,5,2014-06-19 00:00:00.000,2014-06-28 00:00:00.000,26720.925,2137.674,668.0231,29526.6221
3374,4,Complete,254,1538,5,2014-06-19 00:00:00.000,2014-06-28 00:00:00.000,37843.575,3027.486,946.0894,41817.1504
3375,4,Complete,257,1556,4,2014-06-19 00:00:00.000,2014-06-28 00:00:00.000,25531.275,2042.502,638.2819,28212.0589
3376,4,Complete,261,1554,4,2014-06-19 00:00:00.000,2014-06-28 00:00:00.000,482.517,38.6014,12.0629,533.1813
3377,4,Complete,251,1688,4,2014-06-20 00:00:00.000,2014-06-29 00:00:00.000,125.748,10.0598,3.1437,138.9515
3378,4,Complete,253,1580,5,2014-06-20 00:00:00.000,2014-06-29 00:00:00.000,150.7905,12.0632,3.7698,166.6235
3379,4,Complete,255,1496,4,2014-06-20 00:00:00.000,2014-06-29 00:00:00.000,235.9035,18.8723,5.8976,260.6734
3380,4,Complete,256,1494,2,2014-06-20 00:00:00.000,2014-06-29 00:00:00.000,8847.3,707.784,221.1825,9776.2665
3381,4,Complete,259,1650,5,2014-06-20 00:00:00.000,2014-06-29 00:00:00.000,171.0765,13.6861,4.2769,189.0395
3382,4,Complete,260,1654,4,2014-06-20 00:00:00.000,2014-06-29 00:00:00.000,20397.3,1631.784,509.9325,22539.0165
3383,4,Complete,258,1664,3,2014-06-20 00:00:00.000,2014-06-29 00:00:00.000,14628.075,1170.246,365.7019,16164.0229
3384,4,Complete,254,1678,3,2014-06-20 00:00:00.000,2014-06-29 00:00:00.000,33350.625,2668.05,833.7656,36852.4406
3385,4,Complete,257,1616,4,2014-06-20 00:00:00.000,2014-06-29 00:00:00.000,475.6815,38.0545,11.892,525.628
3386,4,Complete,261,1492,4,2014-06-20 00:00:00.000,2014-06-29 00:00:00.000,482.517,38.6014,12.0629,533.1813
